cand_name,sentiment,other_mentions,poll_position
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,6.0
AndrewYang,"Sentiment(polarity=-0.05, subjectivity=0.15000000000000002)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.30833333333333335, subjectivity=0.45416666666666666)",0.0,9.0
AndrewYang,"Sentiment(polarity=0.25, subjectivity=0.4583333333333333)",0.0,6.0
AndrewYang,"Sentiment(polarity=0.05833333333333335, subjectivity=0.6333333333333333)",1.0,6.0
AndrewYang,"Sentiment(polarity=0.43333333333333335, subjectivity=0.3833333333333333)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.05, subjectivity=0.15000000000000002)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.55, subjectivity=0.7)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.3666666666666667, subjectivity=0.75)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.6)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.09722222222222222, subjectivity=0.3138888888888889)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.10208333333333332, subjectivity=0.38541666666666663)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.21805555555555556, subjectivity=0.5541666666666667)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.1285714285714286, subjectivity=0.2619047619047619)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.31666666666666665, subjectivity=0.43333333333333335)",0.0,5.0
AndrewYang,"Sentiment(polarity=-1.0, subjectivity=1.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.07333333333333333, subjectivity=0.465)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.16666666666666666, subjectivity=0.19999999999999998)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.0909090909090909, subjectivity=0.6363636363636364)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.4000000000000001, subjectivity=0.8416666666666667)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.46666666666666673, subjectivity=0.5333333333333333)",0.0,5.0
AndrewYang,"Sentiment(polarity=1.0, subjectivity=0.3)",2.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.5)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.08181818181818182, subjectivity=0.32272727272727275)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.08181818181818182, subjectivity=0.32272727272727275)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.13674242424242425, subjectivity=0.3678030303030303)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.3333333333333333, subjectivity=0.8333333333333334)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.25833333333333336, subjectivity=0.4666666666666666)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.020634920634920638, subjectivity=0.34523809523809523)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.15138888888888888, subjectivity=0.36111111111111116)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.09142857142857144, subjectivity=0.21428571428571427)",2.0,5.0
AndrewYang,"Sentiment(polarity=0.2477272727272727, subjectivity=0.45909090909090905)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.06481481481481478, subjectivity=0.6944444444444445)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.21212121212121213, subjectivity=0.4478114478114478)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=0.3)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.25, subjectivity=0.25)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.2, subjectivity=0.5833333333333334)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.325, subjectivity=0.53125)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.2, subjectivity=0.2)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1621212121212121, subjectivity=0.42373737373737375)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.35, subjectivity=0.45)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.3125, subjectivity=0.44999999999999996)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=1.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",11.0,5.0
AndrewYang,"Sentiment(polarity=-0.17676767676767677, subjectivity=0.5)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.5, subjectivity=0.55)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.08412698412698412, subjectivity=0.5063492063492063)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.175, subjectivity=0.39999999999999997)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.125, subjectivity=0.5694444444444444)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=1.0)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.3, subjectivity=0.55)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.5666666666666667, subjectivity=0.5666666666666668)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.6, subjectivity=0.7)",2.0,5.0
AndrewYang,"Sentiment(polarity=0.11666666666666665, subjectivity=0.36111111111111116)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.21428571428571427, subjectivity=0.6642857142857143)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=0.25)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.23047619047619045, subjectivity=0.4738095238095238)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.03333333333333333, subjectivity=0.09999999999999999)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.12962962962962962, subjectivity=0.4777777777777778)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.6777777777777777)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.07045454545454545, subjectivity=0.3431818181818182)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.03333333333333336, subjectivity=0.6666666666666666)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.4065476190476191, subjectivity=0.6071428571428571)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.25909090909090904, subjectivity=0.3386363636363636)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.45, subjectivity=1.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1787878787878788, subjectivity=0.3)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.5)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3333333333333333)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.19285714285714284, subjectivity=0.4178571428571428)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.425, subjectivity=0.575)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=0.2)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=0.2)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.22589285714285715, subjectivity=0.5714285714285714)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.39999999999999997, subjectivity=0.5083333333333333)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.13666666666666666, subjectivity=0.22666666666666666)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.2895238095238095, subjectivity=0.5342857142857143)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.0625, subjectivity=0.35416666666666663)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.25, subjectivity=0.35)",2.0,5.0
AndrewYang,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.6666666666666666)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",2.0,5.0
AndrewYang,"Sentiment(polarity=-0.016666666666666673, subjectivity=0.31666666666666665)",2.0,5.0
AndrewYang,"Sentiment(polarity=-0.05000000000000001, subjectivity=0.3444444444444444)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.15, subjectivity=0.4)",2.0,5.0
AndrewYang,"Sentiment(polarity=0.19166666666666665, subjectivity=0.45)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.018181818181818174, subjectivity=0.2772727272727273)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.24000000000000005, subjectivity=0.59)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.04999999999999999, subjectivity=0.825)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.04464285714285714, subjectivity=0.4017857142857143)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.20625, subjectivity=0.7)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.95)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.39285714285714285, subjectivity=0.5178571428571428)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.11012987012987012, subjectivity=0.4201948051948052)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.7000000000000001, subjectivity=0.7166666666666667)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.8, subjectivity=1.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.5666666666666668, subjectivity=0.5722222222222223)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.3)",1.0,5.0
AndrewYang,"Sentiment(polarity=-0.3, subjectivity=0.4)",1.0,5.0
AndrewYang,"Sentiment(polarity=-0.07142857142857142, subjectivity=0.21428571428571427)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.24499999999999997, subjectivity=0.5483333333333333)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.125, subjectivity=0.5)",4.0,5.0
AndrewYang,"Sentiment(polarity=0.25, subjectivity=0.25)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.25, subjectivity=0.25)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.4, subjectivity=0.2625)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.4, subjectivity=0.2625)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.4666666666666667, subjectivity=0.9)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.025, subjectivity=0.2625)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.23727272727272725, subjectivity=0.29090909090909095)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=0.45)",2.0,5.0
AndrewYang,"Sentiment(polarity=0.05555555555555555, subjectivity=0.8611111111111112)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.2, subjectivity=0.6799999999999999)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1952380952380952, subjectivity=0.2119047619047619)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1990909090909091, subjectivity=0.385)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0625, subjectivity=0.4)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.04999999999999999, subjectivity=0.6375)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.056666666666666664, subjectivity=0.35333333333333333)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.06000000000000003, subjectivity=0.31833333333333336)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.29444444444444445, subjectivity=0.5444444444444444)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.21250000000000002, subjectivity=0.5875)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.23055555555555554, subjectivity=0.9166666666666667)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.5, subjectivity=0.8888888888888888)",1.0,5.0
AndrewYang,"Sentiment(polarity=-0.13888888888888887, subjectivity=0.4861111111111111)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=0.3625)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.5166666666666667, subjectivity=0.43333333333333335)",2.0,5.0
AndrewYang,"Sentiment(polarity=0.5333333333333333, subjectivity=0.39999999999999997)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.06666666666666665, subjectivity=0.6666666666666666)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.15555555555555556, subjectivity=0.41111111111111115)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.03571428571428571, subjectivity=0.07142857142857142)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.6625000000000001, subjectivity=0.5208333333333333)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.10833333333333334, subjectivity=0.5)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.27142857142857146, subjectivity=0.5339285714285715)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.049999999999999996, subjectivity=0.4)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.06666666666666667, subjectivity=0.4783333333333334)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.35909090909090907, subjectivity=0.5386363636363637)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.023809523809523808, subjectivity=0.4380952380952381)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.12638888888888888, subjectivity=0.5208333333333334)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.5, subjectivity=0.15)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.325, subjectivity=0.6499999999999999)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.30000000000000004, subjectivity=0.625)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.009523809523809526, subjectivity=0.16984126984126982)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.08333333333333333, subjectivity=0.26666666666666666)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.375, subjectivity=0.375)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.3407467532467532, subjectivity=0.5577922077922077)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.48409090909090907, subjectivity=0.5511363636363636)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.18333333333333335, subjectivity=0.26666666666666666)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.33999999999999997, subjectivity=0.32999999999999996)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.22166666666666668, subjectivity=0.5616666666666668)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.24, subjectivity=0.54)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.061574074074074066, subjectivity=0.4513888888888889)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.14166666666666666, subjectivity=0.4583333333333333)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1375, subjectivity=0.48125)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.125, subjectivity=0.175)",1.0,5.0
AndrewYang,"Sentiment(polarity=0.017272727272727266, subjectivity=0.4209090909090909)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.3844155844155844, subjectivity=0.383051948051948)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.35000000000000003, subjectivity=0.825)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.18928571428571428, subjectivity=0.43928571428571433)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.25)",1.0,5.0
AndrewYang,"Sentiment(polarity=-0.15, subjectivity=0.44999999999999996)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.4, subjectivity=0.5444444444444444)",1.0,5.0
AndrewYang,"Sentiment(polarity=-0.15625, subjectivity=0.34375)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.15625, subjectivity=0.34375)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.08666666666666666, subjectivity=0.24333333333333335)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.08666666666666666, subjectivity=0.24333333333333335)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.2, subjectivity=0.5062500000000001)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.28614718614718615, subjectivity=0.43953823953823956)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.1, subjectivity=0.1)",1.0,5.0
AndrewYang,"Sentiment(polarity=-0.14285714285714285, subjectivity=0.2773809523809524)",1.0,5.0
AndrewYang,"Sentiment(polarity=-0.004545454545454547, subjectivity=0.5348484848484848)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.043181818181818175, subjectivity=0.45)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.8, subjectivity=0.75)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.12121212121212122, subjectivity=0.38888888888888884)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.34545454545454546, subjectivity=0.6931818181818182)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.3, subjectivity=0.45)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.7, subjectivity=0.9)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.125, subjectivity=0.85)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.05, subjectivity=0.35000000000000003)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.22999999999999998, subjectivity=0.59)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.6666666666666666, subjectivity=0.75)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.08888888888888889, subjectivity=0.5722222222222222)",0.0,5.0
AndrewYang,"Sentiment(polarity=-0.1630952380952381, subjectivity=0.6678571428571429)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.26666666666666666, subjectivity=0.7000000000000001)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.4, subjectivity=0.325)",2.0,5.0
AndrewYang,"Sentiment(polarity=0.6000000000000001, subjectivity=0.85)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.0, subjectivity=0.0)",2.0,5.0
AndrewYang,"Sentiment(polarity=-0.26666666666666666, subjectivity=0.43333333333333335)",0.0,5.0
AndrewYang,"Sentiment(polarity=0.5, subjectivity=0.5)",1.0,5.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.375)",1.0,3.0
ewarren,"Sentiment(polarity=0.35694444444444445, subjectivity=0.6472222222222223)",0.0,3.0
ewarren,"Sentiment(polarity=-0.06666666666666667, subjectivity=0.2066666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.3666666666666667)",2.0,3.0
ewarren,"Sentiment(polarity=-0.27499999999999997, subjectivity=0.95)",0.0,3.0
ewarren,"Sentiment(polarity=-0.05, subjectivity=0.625)",0.0,3.0
ewarren,"Sentiment(polarity=0.32857142857142857, subjectivity=0.6063492063492063)",1.0,3.0
ewarren,"Sentiment(polarity=-0.05555555555555555, subjectivity=0.14444444444444446)",1.0,3.0
ewarren,"Sentiment(polarity=0.35000000000000003, subjectivity=0.86)",1.0,3.0
ewarren,"Sentiment(polarity=-0.6, subjectivity=0.9)",1.0,3.0
ewarren,"Sentiment(polarity=0.3166666666666667, subjectivity=0.4166666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=0.25, subjectivity=0.3)",0.0,3.0
ewarren,"Sentiment(polarity=-0.18888888888888888, subjectivity=0.5611111111111111)",0.0,3.0
ewarren,"Sentiment(polarity=0.04545454545454545, subjectivity=0.3333333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,3.0
ewarren,"Sentiment(polarity=0.12857142857142856, subjectivity=0.6082010582010582)",0.0,3.0
ewarren,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.6)",0.0,3.0
ewarren,"Sentiment(polarity=0.16666666666666669, subjectivity=0.4666666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=0.0031746031746031724, subjectivity=0.3281746031746032)",0.0,3.0
ewarren,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.0,3.0
ewarren,"Sentiment(polarity=0.16944444444444443, subjectivity=0.7277777777777779)",0.0,3.0
ewarren,"Sentiment(polarity=-0.10833333333333334, subjectivity=0.3416666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=-0.36562500000000003, subjectivity=0.8937500000000002)",0.0,3.0
ewarren,"Sentiment(polarity=-0.15, subjectivity=0.575)",0.0,3.0
ewarren,"Sentiment(polarity=0.288888888888889, subjectivity=0.5722222222222223)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",2.0,3.0
ewarren,"Sentiment(polarity=-0.016666666666666663, subjectivity=0.3833333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.43333333333333335)",0.0,3.0
ewarren,"Sentiment(polarity=-0.17583333333333334, subjectivity=0.5041666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,3.0
ewarren,"Sentiment(polarity=-0.03333333333333333, subjectivity=0.3066666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.21666666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=0.375, subjectivity=0.525)",0.0,3.0
ewarren,"Sentiment(polarity=-0.24166666666666667, subjectivity=0.43333333333333335)",0.0,3.0
ewarren,"Sentiment(polarity=-0.006696428571428575, subjectivity=0.3224702380952381)",0.0,3.0
ewarren,"Sentiment(polarity=-0.016666666666666656, subjectivity=0.5333333333333334)",0.0,3.0
ewarren,"Sentiment(polarity=0.1, subjectivity=0.15)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,3.0
ewarren,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.4666666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=-0.08606060606060606, subjectivity=0.36424242424242426)",0.0,3.0
ewarren,"Sentiment(polarity=-0.03095238095238096, subjectivity=0.3333333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=0.1621212121212121, subjectivity=0.3348484848484849)",0.0,3.0
ewarren,"Sentiment(polarity=-0.03391053391053391, subjectivity=0.3825396825396825)",0.0,3.0
ewarren,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.25)",0.0,3.0
ewarren,"Sentiment(polarity=0.1, subjectivity=0.4)",3.0,3.0
ewarren,"Sentiment(polarity=-0.03333333333333336, subjectivity=0.6)",2.0,3.0
ewarren,"Sentiment(polarity=0.05, subjectivity=0.1125)",0.0,3.0
ewarren,"Sentiment(polarity=0.65, subjectivity=0.9444444444444444)",0.0,3.0
ewarren,"Sentiment(polarity=-0.19999999999999998, subjectivity=0.7666666666666666)",2.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,3.0
ewarren,"Sentiment(polarity=-0.25, subjectivity=1.0)",2.0,3.0
ewarren,"Sentiment(polarity=0.4, subjectivity=0.7)",0.0,3.0
ewarren,"Sentiment(polarity=0.15000000000000002, subjectivity=0.6875)",0.0,3.0
ewarren,"Sentiment(polarity=0.18, subjectivity=0.5200000000000001)",0.0,3.0
ewarren,"Sentiment(polarity=-0.13794642857142858, subjectivity=0.4785714285714286)",2.0,3.0
ewarren,"Sentiment(polarity=0.044444444444444474, subjectivity=0.6111111111111112)",1.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.1)",1.0,3.0
ewarren,"Sentiment(polarity=0.24999999999999997, subjectivity=0.6000000000000001)",0.0,3.0
ewarren,"Sentiment(polarity=0.24642857142857144, subjectivity=0.36517857142857146)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=0.13714285714285715, subjectivity=0.4671428571428572)",0.0,3.0
ewarren,"Sentiment(polarity=0.35, subjectivity=0.35000000000000003)",0.0,3.0
ewarren,"Sentiment(polarity=0.11666666666666668, subjectivity=0.4055555555555555)",0.0,3.0
ewarren,"Sentiment(polarity=-0.10277777777777779, subjectivity=0.4486111111111111)",0.0,3.0
ewarren,"Sentiment(polarity=0.012121212121212116, subjectivity=0.5333333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=0.04380952380952381, subjectivity=0.4538095238095238)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=-0.031249999999999986, subjectivity=0.7)",0.0,3.0
ewarren,"Sentiment(polarity=-0.1, subjectivity=0.1)",0.0,3.0
ewarren,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.43333333333333335)",0.0,3.0
ewarren,"Sentiment(polarity=0.175, subjectivity=0.39999999999999997)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",2.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.022222222222222223)",0.0,3.0
ewarren,"Sentiment(polarity=0.155, subjectivity=0.5900000000000001)",0.0,3.0
ewarren,"Sentiment(polarity=0.3375, subjectivity=0.875)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",2.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0,3.0
ewarren,"Sentiment(polarity=0.42857142857142855, subjectivity=0.5119047619047619)",0.0,3.0
ewarren,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,3.0
ewarren,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.3208333333333333)",1.0,3.0
ewarren,"Sentiment(polarity=-0.5, subjectivity=1.0)",3.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,3.0
ewarren,"Sentiment(polarity=-0.033333333333333326, subjectivity=0.3833333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,3.0
ewarren,"Sentiment(polarity=0.25, subjectivity=0.3125)",0.0,3.0
ewarren,"Sentiment(polarity=0.25, subjectivity=0.3125)",0.0,3.0
ewarren,"Sentiment(polarity=0.03333333333333333, subjectivity=0.3333333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.4708333333333333)",0.0,3.0
ewarren,"Sentiment(polarity=0.1, subjectivity=0.12)",0.0,3.0
ewarren,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,3.0
ewarren,"Sentiment(polarity=0.05555555555555557, subjectivity=0.45555555555555555)",0.0,3.0
